id,english,russian
DA2E215C42CEA4DD43B001B2A6A5F8FE#767A48F3,"Can be used to disassemble large props. The object can be disassembled if: object is heavy (means player can collide with it), if its made out of metal/wood/plastic/electronics, if it is NOT static","Можно использовать для разборки крупных пропов. Объект можно разобрать, если: объект тяжёлый (игрок может с ним сталкиваться), он сделан из металла/дерева/пластика/электроники и он НЕ статический."
E6ABEB21409F150D02DE55862740FB9D#B0502E1E,Can be used to upgrade the frame,Используется для улучшения стойки
BDC0CC154DB4904BBAC66698A15CB395#56E1D052,Can hear stuff,Могу что-то слышать
398B37864C73D6686D0F04AB343C34CB#C5A039EF,Can hold up to 15 floppy discs,Вмещает до 15 дискет
6D2594DC4CD5EDD5E0C9DA9781543772#C5A039EF,Can hold up to 15 floppy discs,Вмещает до 15 дискет
6F907CB942D2BA026E84A3808D3EFB0F#C5A039EF,Can hold up to 15 floppy discs,Вмещает до 15 дискет
B05753F24AB26DEC394122B3356BC49D#EA4DDE01,Can of liquid,Ёмкость с жидкостью
18D140BD4CB5CF2EBE71148FA0A7B9D2#E5E28611,Can opener,Открывашка
6D2DA4454D170CB7A386A394322368A3#284A4402,"Can opener opens canned food, look at the canned food and press LMB","Консервный нож открывает консервы, смотря на консерву и нажмите ПКМ"
137C3AE148683443CA1A6E806E57B608#68050A92,Can saw only heavy props!,Может пилить только тяжелые предметы!
780B86DE4573B483A155238074821519#A8B76A66,Can store up to 20 discs.,Можно хранить до 20 дисков.
6A5288704ED546EB247661B309511081#131122AA,Can't be right,Не может быть правдой
026F8D164B870C3F777EF58F13C81981#14B8790C,Can't open Assets folder,Не получилось открыть папку Ассетов
28B0CDF84F91615692F5AEAC0B6A021B#5A2359C2,Can't process signals,Невозможно обработать сигналы
C1DAB7C1457042188C5084928746E869#42175D57,Can't restore health/coughing/black borders,Невозможно восстановить здоровье/кашель/черные границы
C5768242482CFCD211824EAB14F6926D#FEBB4CAD,Can't use shop/can't use drone,Не могу воспользоваться магазином/не могу воспользоваться дроном
4D1B0D774B7AEC19A39692A609FBCCD6#38947156,Cancel,Отмена
7019AB8B4EBFB6DD568AE698B23077E7#38947156,Cancel,Отмена
A75F7A074F3FE0DAC4B123A7765EE4E6#38947156,Cancel,Отмена
7C576E28482D316AD2D0738F1D958249#2E4BCC78,Candle,Свеча
1898738C4BCD100F0B4DB8B5282A6FCD#F76ACA44,Candle Handle,Подсвечник
B5C6191440647E49AC1D54A750D08165#81589406,Candy,Конфетка
06E8E2674855258F5885B4875842B597#BBF7AA93,"Candy ""Gumai Sour""","Конфеты ""Gumai Sour"""
4E6AD5B545CCF180679F93853AFE1E56#BBF7AA93,"Candy ""Gumai Sour""","Конфеты ""Gumai Sour"""
9551CB9445C135FA753408A19E0FAB7B#BBF7AA93,"Candy ""Gumai Sour""","Конфеты ""Gumai Sour"""
97638DCC4A54DE0DD4ABEB97838FEE5E#BBF7AA93,"Candy ""Gumai Sour""","Конфеты ""Gumai Sour"""
244036C541AA6C4CDEC51DB6861C57FB#FF239CB3,"Candy ""Gumai""","Конфеты ""Gumai"""
265562D2497A4A30791AB38FCA896DC2#FF239CB3,"Candy ""Gumai""","Конфеты ""Gumai"""
48B919DA41F254A5D2F9F0A462E458C6#FF239CB3,"Candy ""Gumai""","Конфеты ""Gumai"""
E92195144AF4BC5D8D8BD983E0318CD7#FF239CB3,"Candy ""Gumai""","Конфеты ""Gumai"""
201F71384B16F1F5520DC8BD714F8716#93D48F33,"Candy ""KandaiBaka""","Конфеты ""KandaiBaka"""
40792B6A45BDAC8E903E36A627EFF0DB#93D48F33,"Candy ""KandaiBaka""","Конфеты ""KandaiBaka"""
58DE70D547A9435343B70A947D58E06A#93D48F33,"Candy ""KandaiBaka""","Конфеты ""KandaiBaka"""
891FC59448F36F1B08B587B09EB364F0#93D48F33,"Candy ""KandaiBaka""","Конфеты ""KandaiBaka"""
A9EF72BD42205464DD9AF29FF603CEE3#4093AC48,"Candy ""Maltese""","Конфеты ""Maltese"""
AAF350C445A787BF695990BD4A01D9F1#4093AC48,"Candy ""Maltese""","Конфеты ""Maltese"""
C71073C448B087A8B78590BDFB0C4E11#4093AC48,"Candy ""Maltese""","Конфеты ""Maltese"""
F69D6FE8460933D57FAE65A410104164#4093AC48,"Candy ""Maltese""","Конфеты ""Maltese"""
0351F8BD46D20C2069C936B8F1E6AC2B#834A27BB,Canned food,Консервы
036DE87743B5E569EE8361AA2FDF5723#834A27BB,Canned food,Консервы
039CCFD74600F0AA9BDC89BDCD990AEC#834A27BB,Canned food,Консервы
03A6315545E992FBB8690CB65415702F#834A27BB,Canned food,Консервы
073A8F07450D7FE6534C3CA4270B8991#834A27BB,Canned food,Консервы
081977FC46D5CE3C813BEBAEA9E13814#834A27BB,Canned food,Консервы
088522B74A17CE792CF6F88965B3E445#834A27BB,Canned food,Консервы
0ADE07904F020D628FB444B435AD993F#834A27BB,Canned food,Консервы
0F6F3DE24D65BC0A17A10A9D5EA700A7#834A27BB,Canned food,Консервы
149BF31D48A3AA3A732108BCCDC92939#834A27BB,Canned food,Консервы
154E87884021DCE9471CDAB54237E999#834A27BB,Canned food,Консервы
163DD0054A522665AF752D879CAF7C0A#834A27BB,Canned food,Консервы
1670481C4A608DD7D30A20927C747994#834A27BB,Canned food,Консервы
16DC81F6490B6A20572FC7862E23B162#834A27BB,Canned food,Консервы
184D36054E907B87A329178572061DB2#834A27BB,Canned food,Консервы
1B3065084DD1148F302A269499AE4A72#834A27BB,Canned food,Консервы
216D816E4CF30F619373B0AA3085E44C#834A27BB,Canned food,Консервы
237B00C6459403D4EA936D995C690A50#834A27BB,Canned food,Консервы
238DFE914C06756810C5B1A00FB74E0D#834A27BB,Canned food,Консервы
2AA052A24DED9B1DF94C4FB1FE0E0982#834A27BB,Canned food,Консервы
2CB43BB24B34C75CA02581B0BA37948D#834A27BB,Canned food,Консервы
2CD49E984E68C7E023E1FFBAD7B7AE69#834A27BB,Canned food,Консервы
2D306A9743928114E13A3FAD896D0913#834A27BB,Canned food,Консервы
332859F54F38581C650993A86595A2A4#834A27BB,Canned food,Консервы
348C2C074CFD4637141D4FAFC286AC75#834A27BB,Canned food,Консервы
391C81FD4AB1610F7E1125BF6E47ADFE#834A27BB,Canned food,Консервы
39E160E340783D24289D6796A4DE3E06#834A27BB,Canned food,Консервы
3ADBF0534A11EBDC699AEA94355C7078#834A27BB,Canned food,Консервы
3B98772A4050040863E8BC8547E5CF31#834A27BB,Canned food,Консервы
3D2C3E8843768468524ABF90C00E30E4#834A27BB,Canned food,Консервы
3D5F1ED4453D596474E81296866F0DEF#834A27BB,Canned food,Консервы
3EA9551B421DF0E748056E9CCD179986#834A27BB,Canned food,Консервы
46E6E3B442EB3CFE145CA2856436B245#834A27BB,Canned food,Консервы
4998231540E59DBC539103B8AC0B7F90#834A27BB,Canned food,Консервы
4C7D33764122AF4FE36011A98FFEB00C#834A27BB,Canned food,Консервы
4D4ED09D4410FC267FEC8182A1686293#834A27BB,Canned food,Консервы
51E44A2B497F183D00845A93B5410597#834A27BB,Canned food,Консервы
52119BE64B80802B5F283E82C74702A0#834A27BB,Canned food,Консервы
5273863B4CE8A4E3EE9A0F98F3684ED3#834A27BB,Canned food,Консервы
54D8A0E748ECF656EB3D21A00DFC3B8C#834A27BB,Canned food,Консервы
55801CE247B345EBB6320EAF30E99A98#834A27BB,Canned food,Консервы
56A5A9E34536662558BA90AD7D962793#834A27BB,Canned food,Консервы
577144E743372CF1C069B993A24E92F5#834A27BB,Canned food,Консервы
584917BA4F7F8AA935A1A5A4010F89A2#834A27BB,Canned food,Консервы
5B8B62284A2D1550D774B48B6C873589#834A27BB,Canned food,Консервы
5C2F017F43F9D00792C6589749DC4418#834A27BB,Canned food,Консервы
5D18108341E22EB204117B82AF965CE9#834A27BB,Canned food,Консервы
637AD77D440B1A48837B4BBCBA58282B#834A27BB,Canned food,Консервы
63EB8D57497AC80D56183AAD7210B988#834A27BB,Canned food,Консервы
65B8AA7E472E953C972C4C90CB4898E0#834A27BB,Canned food,Консервы
663BDE514D95829C02474B927E00BBAF#834A27BB,Canned food,Консервы
66D558AE44D0256057B0FE8396564EB9#834A27BB,Canned food,Консервы
683E8BF94C5F6F56B75FF2B01C9C3C65#834A27BB,Canned food,Консервы
6CA5AFF64BFCA41DDA3ECFB334AEEF53#834A27BB,Canned food,Консервы
6E9EABC048A4FF5F65075C8ADB4B93C4#834A27BB,Canned food,Консервы
6EC66CEE4601B0E778180E9A1044C8A0#834A27BB,Canned food,Консервы
6FEC79D74CE6894427C04CB022941CD3#834A27BB,Canned food,Консервы
709EF2EC4341EF0F0A76B8A7F1789907#834A27BB,Canned food,Консервы
76BAAEFD425C98EBD9848297F06068AC#834A27BB,Canned food,Консервированная еда
76F035374A3B560445EEEBA11DFAE378#834A27BB,Canned food,Консервы
792E9D234A32380913C402898F4CC977#834A27BB,Canned food,Консервы
79F1DE5F418ADBC6BF942499B2DD2D76#834A27BB,Canned food,Консервы
7C96113F46688A0795B133B9AEFCE698#834A27BB,Canned food,Консервы
81C9B01240039D8196A45F9A28E0E225#834A27BB,Canned food,Консервы
81CC4DC547C9341B97DEFF97F0FCCD7A#834A27BB,Canned food,Консервы
879B27D745F7003FF24EF292B3A6648F#834A27BB,Canned food,Консервы
8A284129486491D8BC5AFA8BE14D50D8#834A27BB,Canned food,Консервы
8C1A050E4B5DA3174E6B2697FAD9CE69#834A27BB,Canned food,Консервы
90C3EE014439AF10D51B879386564F79#834A27BB,Canned food,Консервы
991E35374ED734B6B2ABF3AB59E657FD#834A27BB,Canned food,Консервы
9A9A863646812486020CBFADD0BFE444#834A27BB,Canned food,Консервы
9B88054D41680894BECD1892EE76931D#834A27BB,Canned food,Консервы
9F10B3584DD724682BCC4C81D89CAEE8#834A27BB,Canned food,Консервы
A098EFAD4D7A16C185E7CBB4B7D0F029#834A27BB,Canned food,Консервы
A1B214854DB734CBE667DF89033D1636#834A27BB,Canned food,Консервы
A203597C41949C564992519A6A4E24FB#834A27BB,Canned food,Консервы
A2899DAA46B87B9197856392D0338387#834A27BB,Canned food,Консервы
ABFD683C4B3A2C31838FFAAC41BE1777#834A27BB,Canned food,Консервы
ADDB69F9459B47EC9741AEB737B2BB9D#834A27BB,Canned food,Консервы
ADE2151C437E790BA7F3519FE4283BCB#834A27BB,Canned food,Консервы
AE19BDCF4736DC48E474E2B9E2DF7895#834A27BB,Canned food,Консервы
B2C49D2F411D7F612548D18C97E195BA#834A27BB,Canned food,Консервы
B2CA6F884694FF5911D36BAB4DB20EDC#834A27BB,Canned food,Консервы
B373B5C0445702CD5D3286BEC13D3EC0#834A27BB,Canned food,Консервы
B61AEE334B36105238B3E9866F28969C#834A27BB,Canned food,Консервы
BCD173984BB5848B75781E808F283FA5#834A27BB,Canned food,Консервы
BEB946B34F9BB9A17EB5C3A77F2459DE#834A27BB,Canned food,Консервы
C007A25C4AEA223114CD89B2E732A7BE#834A27BB,Canned food,Консервы
C0F7B3B34F4B25396BCDB1BCC86EFBFA#834A27BB,Canned food,Консервы
C4374DB340C73FB6232FFA8ABBC2E341#834A27BB,Canned food,Консервы
C75DB49B4E9950179C7B50B7325ED233#834A27BB,Canned food,Консервы
C973D1004473F96EA28F6898067DF094#834A27BB,Canned food,Консервы
CB856CF14C2C3B0066D6B68E764A3632#834A27BB,Canned food,Консервы
CBE56452406EDCCEC335C9B9C86EF87E#834A27BB,Canned food,Консервы
CD778D6B413FC7E598120BA0D3D0A71A#834A27BB,Canned food,Консервы
CF31E33B404A322B7A6582B5F869A0EA#834A27BB,Canned food,Консервы
CF8D9836425DB4519F805385C74B5C47#834A27BB,Canned food,Консервы
D1A7037C48C3E328A3D360ACD72D13C1#834A27BB,Canned food,Консервы
D6678E4E41F7A84221A2B6ADA4F0AB08#834A27BB,Canned food,Консервы
D6C411E541E1F2111E2020B9F5F21F73#834A27BB,Canned food,Консервы
DBAFEBAF4C4BEB450B929DA7B63CBE10#834A27BB,Canned food,Консервы
DE1ED59A4DECC23D958F4E94113F985D#834A27BB,Canned food,Консервы
E3A97BD540568A364B4CAD8836244F69#834A27BB,Canned food,Консервы
E873FC6F44B3D94B6BB2CAABDA7E3F4A#834A27BB,Canned food,Консервы
E9E5B618486EF7AA4A8FA3945B362553#834A27BB,Canned food,Консервы
EDBB8C054811BD0C25072FA7348459A8#834A27BB,Canned food,Консервы
EE56720645DF31A6C2C59B8794A03B96#834A27BB,Canned food,Консервы
F13489B8433483595BABC9961D09302D#834A27BB,Canned food,Консервы
F8F6393F4B9263E5A43A82945FC7BC77#834A27BB,Canned food,Консервы
FC426AF24766A4C33A3A41949C3C5F03#834A27BB,Canned food,Консервы
FD8AE71541B944BBAFD69ABBFE411E1C#834A27BB,Canned food,Консервы
02997BA24DCC07BB872EBE8E33EAF374#39452D54,Canned peaches,Консервированные персики
02A5D99042A16207DAA79CBA0EBF9D6C#39452D54,Canned peaches,Консервированные персики
07C5CB5742C89D444504999EB1B8F425#39452D54,Canned peaches,Консервированные персики
08A83EA448C86FAFCFBD5E9C7AD47858#39452D54,Canned peaches,Консервированные персики
09154CDF4B78B657F040CCADE24B76D4#39452D54,Canned peaches,Консервированные персики
0BD864284B5A13BEBDA3C085237F1E39#39452D54,Canned peaches,Консервированные персики
1438D0974022CE0C94A3258128C10C2A#39452D54,Canned peaches,Консервированные персики
159DC5F042105DD52E08A4B01F7A4F6B#39452D54,Canned peaches,Консервированные персики
1DE83BA649ED8CAD20F0148F217CEAFC#39452D54,Canned peaches,Консервированные персики
26A40A404DAAF10C6FCC11935D0CD25F#39452D54,Canned peaches,Консервированные персики
27F3BE294B2455CAC9405FA4AA9F7C31#39452D54,Canned peaches,Консервированные персики
304B8E1445D80253AFD2E2BA13130D24#39452D54,Canned peaches,Консервированные персики
337CA8604241E885C97EA1BEDADB0D48#39452D54,Canned peaches,Консервированные персики
349D6C68433E31FEBF1D348AD700CF60#39452D54,Canned peaches,Консервированные персики
35754BC34A2034159045DF9B231A6254#39452D54,Canned peaches,Консервированные персики
377957804116DFD660EC959339BE4930#39452D54,Canned peaches,Консервированные персики
389C7AF444ED2C4DBC0D5F96BDF01A5E#39452D54,Canned peaches,Консервированные персики
3BB404124D306048392D5EA2FF8B2029#39452D54,Canned peaches,Консервированные персики
3CC6BCCF49D6F24A57224E9EC4DA841B#39452D54,Canned peaches,Консервированные персики
3F19EC6E47D59E35A10FE2BB9259279B#39452D54,Canned peaches,Консервированные персики
3FAE2DC9400329E8627F3F9929E9474A#39452D54,Canned peaches,Консервированные персики
4240C47C49F7C34B113EA6975C7E5EC8#39452D54,Canned peaches,Консервированные персики
460C4C3E4A0106819876C8A606419EE5#39452D54,Canned peaches,Консервированные персики
48EBEF024F62CB3DA843369B1C82BD5A#39452D54,Canned peaches,Консервированные персики
4ABD21EC4EF8E271298E47A698A19A0E#39452D54,Canned peaches,Консервированные персики
523C88C948DA3AD552D56CBCFD576913#39452D54,Canned peaches,Консервированные персики
569B1D524902F9B3FC1C4CA33719CAFC#39452D54,Canned peaches,Консервированные персики
5C3503D04929E76A70DA22BD3B3A05C5#39452D54,Canned peaches,Консервированные персики
614EC2BE44951679F4A1EF8D4ADAED6A#39452D54,Canned peaches,Консервированные персики
636592B14BBD67ABD9B70D92CB2390B1#39452D54,Canned peaches,Консервированные персики
63C5D6CA4AB259AFE0520595D5414AD1#39452D54,Canned peaches,Консервированные персики
66C1528D43C6E5AE4CC01EA19C70FF8A#39452D54,Canned peaches,Консервированные персики
681543AE447DAA80AD8F17875E700C88#39452D54,Canned peaches,Консервированные персики
682368F440C93108C8B35C907F670C19#39452D54,Canned peaches,Консервированные персики
6B702DA4444AFEF1DD0B688365E55CE2#39452D54,Canned peaches,Консервированные персики
72F7F22240D931243C7F9BAAFEF8C494#39452D54,Canned peaches,Консервированные персики
74D32AF14562CB9647A61486240F2BA8#39452D54,Canned peaches,Консервированные персики
76067D024B68D894678659A59D6D306B#39452D54,Canned peaches,Консервированные персики
78BD62904066DC0A0BCCF9A840CA86BA#39452D54,Canned peaches,Консервированные персики
7AF3DE7D40D775E6BC4538B5743326FC#39452D54,Canned peaches,Консервированные персики
7FC528B54B8781C25253518F46C84CFE#39452D54,Canned peaches,Консервированные персики
8152F0544DC112BCBC1ECA9D7F07449F#39452D54,Canned peaches,Консервированные персики
878072834310D406323DEFB5D30C59E4#39452D54,Canned peaches,Консервированные персики
886B9A4144AD31E87FD49F9FC9FE8FAB#39452D54,Canned peaches,Консервированные персики
8870BE834B36CAAEE793148456D776FA#39452D54,Canned peaches,Консервированные персики
8AB0AC0042283D24F67C348F9C233437#39452D54,Canned peaches,Консервированные персики
90210EEF474B6A67695FE7BA31B09335#39452D54,Canned peaches,Консервированные персики
9278380C4D2F73A14BA01D8253E2536F#39452D54,Canned peaches,Консервированные персики
9E439BCE4B91E6DBA360EE9CAEC4B22B#39452D54,Canned peaches,Консервированные персики
9F1192704F15D3E9CFF98FAC58C981D5#39452D54,Canned peaches,Консервированные персики
A19D407D4CAA7E721CE0D89D9668C213#39452D54,Canned peaches,Консервированные персики
A1AB2CD1472B80779FFBDDAEF9DDA639#39452D54,Canned peaches,Консервированные персики
A66F323748EA49D2B9C8B19814B5A509#39452D54,Canned peaches,Консервированные персики
A7627E9349AC80ABE63159954DDFA388#39452D54,Canned peaches,Консервированные персики
A8820D5E449808B0D5FD008E7807E5D5#39452D54,Canned peaches,Консервированные персики
B687D536455C11AA51AFCC897A6DAB57#39452D54,Canned peaches,Консервированные персики
B6B08CEB4E75A3A9C530E8837CFA7352#39452D54,Canned peaches,Консервированные персики
BCBACCFA4F2B750F87479F9FCC5868F0#39452D54,Canned peaches,Консервированные персики
BEC7FB054A79A721B8EE2699D8378A5E#39452D54,Canned peaches,Консервированные персики
C517F87646D532956AB934992DDCC230#39452D54,Canned peaches,Консервированные персики
C7081883487F7CE1FD2CC5B69D6299A5#39452D54,Canned peaches,Консервированные персики
C88AC21A4F45DE5FE663F09706E89E8B#39452D54,Canned peaches,Консервированные персики
CDF839D44421D322CC7AAC831E3F6B81#39452D54,Canned peaches,Консервированные персики
DFF1737E485F41F413772E9EC6BC17F3#39452D54,Canned peaches,Консервированные персики
E1120DD947E8D81546451B88D9303659#39452D54,Canned peaches,Консервированные персики
E2A38D92441BE08A7F8326BA6E53093D#39452D54,Canned peaches,Консервированные персики
E3DAF5A04DFFECDC4DC6AAA13D669EFD#39452D54,Canned peaches,Консервированные персики
E513DEBE46102B998B5195A19C946E02#39452D54,Canned peaches,Консервированные персики
E586DA0C49BBE8FBE607C5AFE994D810#39452D54,Canned peaches,Консервированные персики
E6D8981646F134DD4B3013A69F9F946E#39452D54,Canned peaches,Консервированные персики
E8FDBE3D4834CB18AF2154979743CD6D#39452D54,Canned peaches,Консервированные персики
ECDC7C5F43C83534C5155BA403FA9E11#39452D54,Canned peaches,Консервированные персики
EEA4CD3E42B23E8A4918E3A93F616E3E#39452D54,Canned peaches,Консервированные персики
F08C5C9743570FE07DF628B331167822#39452D54,Canned peaches,Консервированные персики
FAED5B064CE0F671F54BB29E5E8DF4B0#39452D54,Canned peaches,Консервированные персики
696EABE44E7CAAC67D37DDBC7108E451#21F59881,Cannot access to object A key. Save and load will create issues,Нет доступа к ключу объекта A. Сохранение и загрузка вызовут проблемы
4646E0E547F57D10A6543C94D554B772#0613CA4D,Cannot access to object B key. Save and load will create issues,Нет доступа к ключу объекта B. Сохранение и загрузка вызовут проблемы
87C1CED14C54AED58D72628F0EFEED24#7F006104,"Cannot activate the machine, the tapes are not in the slot",Невозможно активировать машину: кассеты не в слоте
293E28C44B06D472E98C2A938EE00C67#35A07E00,Cannot be used when held,"Нельзя использовать, пока предмет в руках"
4D66A4A24F88A2C2C7945BA4DB76B235#4A790CDB,Cannot bind with the object,Невозможно связать с объектом
6B9C4B8F4118DB5EDC56A191C8E0E085#77F97280,Cannot bury this item,Нельзя закопать этот предмет
BF4446F04325FDEB2124CCB967106FA0#B0422BF8,Cannot claim points,Нельзя забрать очки
C60C2D6445701931D8505CB38CB5FD18#CF5126F4,Cannot claim points without power,Нельзя получить очки без подключения к электричеству
1334C5F04AB34FD36DA46289AA97B4E5#D781BA50,Cannot collect object,Нельзя собрать объект
D6F14363473F66707D99C58C0B6410DF#D781BA50,Cannot collect object,Нельзя собрать объект
AFED78684A1D756BB53249879BDE1E44#BA24FBA1,Cannot connect the hose: the object is moving,Не удалось подсоединить шланг: объект движется
3E365C0B44E8EA810DE381BDD77CC9B3#0EFDE556,Cannot connect to the input pin,Невозможно подключиться к входному пину
B508E5A2444B0A410305ABACA5119577#E3329416,Cannot craft,Нельзя скрафтить
4CB4B9F84051A58ECAF80BB8C60FE2B6#00BBCD4D,Cannot determine location,Не получается определить местоположение
262A0A4E4A8F0E303FDA8EBB2ABCD955#AF0E6B94,Cannot draw while the signal is playing,"Нельзя рисовать, пока идёт сигнал"
501BC4FB4A5FE47743B7A091ABC0BCF0#AF0E6B94,Cannot draw while the signal is playing,"Нельзя рисовать, пока идёт сигнал"
AE7B555F4B7C33E6FF623B97F0E1A4FC#AF0E6B94,Cannot draw while the signal is playing,"Нельзя рисовать, пока идёт сигнал"
F22FD5304E16DB8C36D22C97732F09AB#AF0E6B94,Cannot draw while the signal is playing,"Нельзя рисовать, пока идёт сигнал"
8C3311BE417D794D85597C988E31436B#48B6CFCD,Cannot drink gasoline,Нельзя пить бензин
CCD52B844CC5C1AFB914A0AB73305899#18D3AF9D,Cannot drive while holding an object,"Нельзя вести транспорт, держа предмет в руках"
7CDA7BB143A9AEECD00B0EA809EBEFE6#1785EE49,Cannot equip,Нельзя экипировать
E7C1548A4FC347999F6F41990A668155#1785EE49,Cannot equip,Невозможно надеть
F67F4EDA4D44E721F67FA295E97ACFAA#1785EE49,Cannot equip,Нельзя экипировать
76AB8D884FD54384AD9AAB987369B087#E394FF6A,Cannot equip an item,Нельзя надеть предмет
18795B9A4BABA3325D72379E3096D68C#8EBA28DC,Cannot fall sleep at high elevation,Нельзя заснуть на большой высоте
A3AA6AED44B6897D91876C9931705EA7#6AF91C1B,Cannot find {d} texture,Не удалось найти текстуры {d}
07070AE345077E52292F778CC7E9F692#CC6E7618,Cannot fix the object in place,Не удалось зафиксировать объект на месте
7533BDF74619772713C6A08BC045C39D#585E3144,Cannot gather,Нельзя собирать
BA06ACE24723B626D0914DB01813E4A5#585E3144,Cannot gather,Нельзя собирать
D122D3174D997ADDC392C0AE95A19A3A#585E3144,Cannot gather,Нельзя собирать
2F10689E485AC02F29A9048A1B5F720C#83D75702,Cannot gather object,Нельзя собрать объект
9920BE014CE55E612088769D28086BCB#2263F48D,Cannot get health or temperature,Невозможно получить здоровье или температуру
37E6D9AF4A9115C7A284C2B64F5D0D45#ABD3EFFC,Cannot get on,Нельзя залезть
91ED8E0D4AB7BE1691FA5BB50B438EFE#ABD3EFFC,Cannot get on,Нельзя залезть
8360E7A941CCEEEBA1E59EB7DAFF0801#FEDB7A39,Cannot grab,Нельзя схватить
5D930BFB4F5CDDB0FC0FD9BD4F9ABD22#F3A33868,Cannot grab object,Нельзя схватить объект
D71A1CBF42DFBAA0F6A962BE880D0EAB#F3A33868,Cannot grab object,Нельзя схватить объект
084DBB0A4DF6DD5F816EAE907423335B#420C2AA1,Cannot grow plants underwater,Невозможно выращивать растение под водой
95D1324B4B88A8B1EEB8D99CC6B3A11C#7B782A89,Cannot load objects: main map doesnt match,Невозможно загрузить объекты: основная карта не совпадает
B75436FF46ED1B6C360B9C8C9A345095#AD45D06A,Cannot load objects: main map is not sub area,Невозможно загрузить объекты: основная карта не является подзоной
EC8AADB94CB1B14167B05883ED9DA9CB#E81C5543,Cannot load objects: prohibited,Невозможно загрузить объекты: запрещено
246894C54C4E418A635249AAF6058E6C#4CF78570,Cannot load objects: prohibited. Code 1,Невозможно загрузить объекты: запрещено. Код 1
D8F9F62B43AD01FD9082A5A41FE9C292#79019506,Cannot load primitives: main map doesnt match,Невозможно загрузить примитивы: основная карта не совпадает
1662506649CEF72DCD1048B87746374C#57CF2C6A,Cannot load primitives: main map is not sub area,Невозможно загрузить примитивы: основная карта не является подзоной
C6936A994F295A081B0F0280DE49F2E0#828D2E3D,Cannot load primitives: prohibited,Невозможно загрузить примитивы: запрещено
AE9507A641597334DE64849057F31AFE#80F8A379,Cannot load triggers: main map doesnt match,Невозможно загрузить триггеры: основная карта не совпадает
2EC9342749241E60E72F37ABBC963A87#17C26122,Cannot load triggers: main map is not sub area,Невозможно загрузить триггеры: основная карта не является подзоной
B18106064E9FBAC3F868A2B6BE65E634#447E95A7,Cannot load triggers: prohibited,Невозможно загрузить триггеры: запрещено
087251364B5EA004B7A0EC97F1597973#AF6FCAAB,Cannot open,Нельзя открыть
77037C1D4F46167235FB69B37987329F#AF6FCAAB,Cannot open,Нельзя открыть
82CFE4774C0484FD69BF17B6BDD6831E#AF6FCAAB,Cannot open,Нельзя открыть
909F676D4B4CA3923CD6889B20E57B2B#AF6FCAAB,Cannot open,Нельзя открыть
C2363CB741F80DD3A42DC0989BF98D7D#AF6FCAAB,Cannot open,Нельзя открыть
4721606947028E4138D67D9B22E3C8FA#437B9547,Cannot pause/cannot save,Нельзя поставить на паузу/нельзя сохранить
DD22E8E74733C6A0112565A8FA4CE05D#31044207,Cannot pickup,Нельзя поднять
DFA86F034E03B9AA136D2D9F3749AA6A#34355E92,Cannot plant this item,Нельзя посадить этот предмет
6951253B42D452465EDCBA9CE7A9ACD2#7F805F45,Cannot plant this item in a pot,Нельзя посадить этот предмет в горшок
02F164124273E577B482A6AEB17EFDAC#3B47D462,Cannot rename a drone camera,Нельзя переименовать камеру дрона
2B87E2644D7651C378B2E2B1BE64CA6E#31B5C0F4,Cannot save in mid air,Нельзя сохраняться в воздухе
B2FF8FAF461A63E2ECEFACB63037C63E#596E030B,Cannot saw the static prop!,Невозможно распилить статичный объект!
E46AA3594C599C3BE66AAE8948517DCA#650EF72C,Cannot saw this material!,Невозможно распилить этот материал!
DA0483884F5DA502E017CA8A3BC94BF5#7E86035C,Cannot saw this object,Нельзя распилить этот объект
E526792B461AB1EC210E9D948B8927EC#7E86035C,Cannot saw this object,Невозможно распилить этот объект
AA59F4604F608F177211BE8A3FD889C4#EC3ACF6A,Cannot saw this prop!,Нельзя распилить этот проп!
096849B641E6C1B38B9BFDAE695FB531#CF976EB1,Cannot sell,Нельзя продать
C5118C52404B66D58FAC6A94281AA53F#7A3741C3,Cannot sit,Нельзя сесть
E63EA65C49DAE8B34618C4A128BB92B7#7A3741C3,Cannot sit,Нельзя сесть
C7CED9EB405578F5E7D0FFAA912CAEA7#C7BA5CCD,Cannot sleep,Нельзя спать
5E95B36643CC5A76A6C13C88DD270379#C2F94B4D,Cannot sleep in bed at high elevation,Нельзя спать в кровати на большой высоте
AA23B84243308C249DC81894397546D4#89CEC3E1,Cannot sleep upside down,Нельзя спать вверх ногами
EE20766B417D3754D98E448A48F45BED#89CEC3E1,Cannot sleep upside down,Нельзя спать вверх ногами
7C60D51B4334F48A941F8DA5B75998E9#F3E712EC,Cannot take it off,Нельзя снять
AE18F19B480F29868F3221B7F44F8D42#EC77E2E5,Cannot take off the equipment: None,Нельзя снять снаряжение: None
8143C63C4197E5253F23A58D27D9604D#2CCC87DD,Cannot unfold the sleeping bag,Нельзя развернуть спальный мешок
60EBBCB7445309750CE078852A944A2E#90D4F93A,Cannot use,Нельзя использовать
6ED5CAA241B480C9A90C5CA78D350231#90D4F93A,Cannot use,Нельзя использовать
9ACF6E364EC91AACC4F79EBBCBC8750F#3D61DD47,Cannot use a regular battery,Нельзя использовать обычную батарею
AB81AD834617897DF97BBBB37FD7F099#B63F3D95,Cannot use laptop in this position,Нельзя использовать ноутбук в этом положении
